irn,DarGlobalUniqueIdentifier,DarInstitutionCode,DarCatalogNumber,DarRelatedInformation,DarImageURL,DarKingdom,DarPhylum,DarFamily,DarScientificName,DarCollector,CollectionTeam,CollectionNumberPrefix,CollectionNumber,CollectionNumberSuffix,CollectionNumberText,ColDateVisitedFrom,ColDateVisitedTo,ColVerbatimDate,DarCollectionNotes,DarContinent,DarCountry,DarStateProvince,DarCounty,DarLocality,Township_tab,Range_tab,Section_tab,DarMinimumElevationMeters,DarMaximumElevationMeters,MinimumElevationFeet,MaximumElevationFeet,DarLatitudeDecimal,DarLongitudeDecimal,LatitudeDMS,LongitudeDMS,DarGeodeticDatum,DarGeorefMethod,DarCoordinateUncertaintyInMeter,ColLocationNotes,FeaCultivated? (Y/N),FeaPlantFungDescription,FeaFrequency,HabHabitat,HabVegetation,HabSubstrate,SpeOtherSpecimenNumbers_tab,OcrText,ERROR,MyOcrText
3535607,dd46d3bc-7db4-45f5-ada5-bb674ec3b817,NY,3250968,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3535607,http://sweetgum.nybg.org/images3/2648/569/03250968.jpg,Plantae,Magnoliophyta,Achariaceae,Mayna odorata Aubl.,J.L. Clark,M. Terry & R. Kubish,none,6219,none,6219,2001-12-15,2001-12-15,15 Dec 2001,Collected under the auspices of the Smithsonian Institution (US) in collaboration with the Herbario Nacional del Ecuador (QCNE),South America,Ecuador,Zamora-Chinchipe,none,"Canton: Nangaritza, Parroquia: Zurmi. Comunidad Centro Shuar Niumpa (along Rio Nangaritza). Forest 2-4 km NW of Centro Shuar. Forest on limestone outcrop, edge of sinkholes, wet areas, 250 m.",none,none,none,250,250,820,820,-4.578667,-78.999972,04°34'S,78°59'59''W,WGS84,GPS,100,"Forest on limestone outcrop, edge of sinkholes, wet areas",No,Tree ca. 10 m tall. Fruit globose with soft spines.,none,"Forest on limestone outcrop, edge of sinkholes, wet areas",none,none,none,"SA.
UH
Plants of Ecuador
botanical
OARDet*,
NEW YORK BOTANICAL GARDEN
03250968
Flacourtiaceae
Mayna odor ata Aubl.
Det. J.L. Clark, 2001 (US)
Province: Zamora-Chinchipe. Cantón: Nangaritza. Parroquia: Zurmi
Comunidad Centro Shaime (along Río Nangaritza). Forest 2-4 km NW of
Centro Shaime. Forest on limestone outcrop (i.e., presence of sinkholes,
rocks, and caves), ca. 1000 m.. 04°18'06.3""S 078°41'01.9""W. Evergreen
wet forest. Tree, 2.5 m tall. Fruit globose with soft spines.
J.L. Clark 6519	15 Dec 2001
With: M. Terry & B. Kukush (guide)
Collected under the auspices of the Smithsonian Institution (US) in
collaboration with the Herbario Nacional del Ecuador (QCNE)
03250968",OK,"Plants of Ecuador
Flacourtiaceae
Mayna odorata Aubl.
Det. J.L. Clark, 2001 (US)
Province: Zamora-Chinchipe. Canton: Nangaritza, Parroquia: Zurmi. Comunidad Centro Shuar Niumpa (along Rio Nangaritza). Forest 2-4 km NW of Centro Shuar. Forest on limestone outcrop, edge of sinkholes, wet areas, 250 m. 04°34'S 078°59'59''W, WGS-84.
Tree ca. 10 m tall. Fruit globose with soft spines.
J.L. Clark 6219
15 Dec 2001
M. Terry & R. Kubish (guide)
Collected under the auspices of the Smithsonian Institution (US) in collaboration with the Herbario Nacional del Ecuador (QCNE)
NEW YORK 
BOTANICAL GARDEN 
NEW YORK BOTANICAL GARDEN 
03250968"
2978944,12cb4926-3c20-4608-8720-6bf764312065,NY,2697675,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2978944,http://sweetgum.nybg.org/images3/2104/450/02697675.jpg,Plantae,Magnoliophyta,Begoniaceae,Begonia glabra Aubl.,S. Barrier & C. Feuillet,none,none,2528,none,2528,1981-02-06,1981-02-06,6-2-1981,none,South America,France,none,none,"Fleuve Approuague, Riv. Arataye, Sauts Pararé",none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,No,Fleurs femelles à 3 stigmates jaunes bilobés et ovaires blanc avec 2 petites ailes et 1 grande aile. Fruits bruns.,none,none,none,none,none,"Bégonia ce es
^ü&iERB. MUS. PARIS
GUYANE FRANÇAISE -
FLEUVE APPROUAGUE/ RIV.ARATAYE,SAUTS PARARE
Pleurs femelles à 3 stigmates jaunes
bifides et ovaires blancs avec
2 petites ailes et 1 grande aile.
Fruits bruns.
S.BARRIER S C.FEUILLET 2528
02697675",OK,"Bégoniacées Begonia
EX HERB. MUS. PARIS GUYANE FRANCAISE FLEUVE APPROUAGE, RIV. ARATAYE, SAUTS PARARE
Fleurs femelles à 3 stigmates jaunes bilobés et ovaires blances avec 2 petites ailes et 1 grande aile. Fruits bruns.
S. BARRIER & C. FEUILLET 2528 6-2-1981
THE NEW YORK BOTANICAL GARDEN copyright reserved
NEW YORK BOTANICAL GARDEN 02697675"
4616178,e691052d-fcf0-4d08-895b-8f829774a614,NY,4272284,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4616178,http://sweetgum.nybg.org/images3/3834/842/04272284.jpg,Plantae,Magnoliophyta,Cactaceae,Eriosyce marksiana (F.Ritter) Katt.,Fred Kattermann,none,FK,206,none,FK 206,100179,100179,Date: 100179,none,South America,Chile,none,none,Sierra Bella Vista,none,none,none,1100,1100,3609,3609,-34.8,-70.75,34 48 S,70 45 W,none,none,none,none,No,none,none,none,none,none,none,"m
........... .......Z*St
Family-.CACTACEAE	Fred Kattermann
Wantage, NJ, USA
FK 206	Date: 100179
Genus Eriosyce Spec. :marksiana
Subsp.:
Var. :lissocarpa
Chile Prov/state
Town: Sierra Bella Vista
Altidude 1100m Long 70 45 Lat.34 48
04272284",OK,"Family: CACTACEAE
Fred Kattermann
FK 206 Wantage, NJ, USA
Date: 100179
Genus Eriosyce Spec.: marksiana
Subsp.
Var.: lissocarpa
Chile Prov/state
Town: Sierra Bella Vista
Altitude 1100m Long 70 45 Lat. 34 48
NEW YORK BOTANICAL GARDEN
04272284

"
4616185,5ad70d6a-41a1-440b-9a12-d66598b5d896,NY,4272285,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4616185,http://sweetgum.nybg.org/images3/3834/843/04272285.jpg,Plantae,Magnoliophyta,Cactaceae,Eriosyce multicolor [ined.],Fred Kattermann,none,none,266,none,FK 266,2010-01-08,2010-01-08,100180,none,South America,Chile,none,none,Las Coimas,none,none,none,671,671,2201,2201,-32.716667,-70.733333,"32° 43' 0"" S","70° 44' 0"" W",none,none,none,none,No,none,none,none,none,none,none,"MY DOCUMENTSXMY PICTURES'^. SENILIS FK-266 (coimasensis).i
jfi-
iT>0
¿IS
Family:CACTACEAE	Fred Kattermann
Wantage, NJ, USA
FK 266	Date: 100180
Genus Eriosyce Spec. :multicolor
Subsp.:coimasensis
Var. :coimasensis
Chile Prov/state
Town: Las Coimas
Altidude 2200ft Long 70 44 Lat.32 43
NEWARK BOTANICAL GARDEN
04272285",OK,"The New York Botanical Garden
Family: CACTACEAE
Fred Kattermann
Wantage, NJ, USA
FK 266
Date: 100180
Genus Eriosyce Spec.: multiclor
Subsp.: coimasensis
Var.: coimasensis
Chile Prov/state
Town: Las Coimas
Altitude 2200ft Long 70 44 Lat. 32 43"
4188047,bdaefb6a-fd64-46bf-8a26-ab4e33735738,NY,3904719,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188047,http://sweetgum.nybg.org/images3/3349/834/03904719.jpg,Plantae,Magnoliophyta,Cactaceae,Trichocereus chiloensis (Colla) Britton & Rose,G. T. Hastings,none,none,none,none,none,1847-03-25,1847-03-25,"Mar. 25, 1847",Examined for THE CACTACEAE Carnegie Institution of Washington,South America,Chile,none,none,Mountains back of Santiago,none,none,none,762,762,2500,2500,-33.4489,-70.6693,"33°26'56""S","70°40'9""W",none,Estimated from locality description,50000,none,No,none,none,none,none,none,none,"I
(síUlCrsl
h
C-
|fWM% GARDEN
03904719.........
Examined for
THE CACTACEAE
Carnegie institution
of Washington
FLORA OF CHILE,
Plants from the vicinity of Santiago,
Collected by G. T. Hastings.
^ 3J- %
fcrr.....:.......'ffT •
03904719",OK,"THE NEW YORK BOTANICAL GARDEN copyright reserved NEW YORK BOTANICAL GARDEN Examined for THE CACTACEAE Carnegie Institution of Washington March 25 , 1847 Brid * CAV Flora of CHILE . Forms the vicinity of Santiago. Collected on Orisus Arachan guercna Grey Ou Moutainsback of Santiago 2500 lowest ab Wood damage VOMAGEI O הוא שם JANET G.O 25 , 1994"
2893118,48211ec8-bd6e-4dc8-ac12-b23a8029c0b0,NY,2593391,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2893118,http://sweetgum.nybg.org/images3/1833/940/02593391.jpg,Plantae,Magnoliophyta,Alzateaceae,Alzatea verticillata Ruiz & Pav.,Walter Palacios & M. Tirado,none,none,13449,none,13449,1995-01-01,1995-01-01,enero 1995,"det. B.K. Holst (SEL), 1998",South America,Ecuador,Zamora-Chinchipe,Zamora,Parque Nacional Podocarpus. Carretera Loja -> Zamora. San Francisco. Bosque muy húmedo Montano Bajo.,none,none,none,2250,2250,7382,7382,-3.583333,-79.833333,03°35'S,079°50'W,none,none,none,none,No,Árbol de 20 m de altura; 45 cm DAP. Fuste ligeramente acanalado. Fruto crema-amarese.,none,Bosque muy húmedo Montano Bajo,none,none,none,"YORK BOTANJC^GWDEN
_x0094_""62593391
ECUADOR
4^-VO r) ' ^CdCyt
ALZATEACEAE
A1zatea ver tic i 1 lata Ruiz & Pav.
det. B.K. Holst (SEL), 1998
Zamora_x0097_Chinchipes Zamora
Parque Nacional Podocarpus. Carretera
Loja - Zamora. San Francisco. Bosque
muy húmedo Montano Bajo.
03°591S 079°06'W	EE50 m
Arbol de EO m de altura; ^5 cm DAP.
Fuste ligeramente acanalado. Frutos
cremas.
enero 1995
Walter Palacios & M. Tirado 134^9
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
02593391",OK,"The New York Botanical Garden
copyright reserved
0cm 1 2 3 4 5 6 7 8 9 10
NEW YORK BOTANICAL GARDEN
02593391
NEW YORK BOTANICAL GARDEN
ECUADOR
Alzateaceae
ALZATEA VERTICILLATA Ruiz & Pav.
ALZATEA VERTICILLATA
Zamora-Chinchipe: Zamora
Parque Nacional Podocarpus. Carretera
Loja -> Zamora. San Francisco. Bosque muy húmedo Montano Bajo. 0039'S
07990'W
2250 m
Arbol de 20 m de altura; 45 cm DAP.
Fuste ligeramente acanalado. Fruto crema amarilln.
enero 1995
Walter Palacios & M. Tirado 13449
MISSOURI BOTANICAL GARDEN HERBARIUM (MD)
det. B.K. Holst (SEL), 1998"
2893121,12002a76-825c-4721-885d-32ba9e6c35c4,NY,2593394,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2893121,http://sweetgum.nybg.org/images3/1833/943/02593394.jpg,Plantae,Magnoliophyta,Alzateaceae,Alzatea verticillata Ruiz & Pav.,David Neill,QCNE botany interns,none,13009,none,13009,2000-12-15,2000-12-15,15 December 2000,none,South America,Ecuador,Zamora-Chinchipe,none,"El Pangui, Cordillera del Cóndor. Ridge crest 1 km south of Cóndor Mirador military post, along Ecuador-Peru border.",none,none,none,2000,2000,6562,6562,-3.62556,-78.39333,"03°37'32""S","78°23'36""W",none,none,none,none,No,"Shrub 2 m tall. Fruits red. Grows to large tree, at lower elevation in montane forest.",none,"Dwarf scrub vegetation on quartzite sandstone bedrock, thin soil cover.",montane forest,none,none,"David Neill & QCNE botany interns 13009
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
ECUADOR
ALZATEACEAE
A1zatea vertic i1 lata Ruiz & Pav.
det. D.A. Neill, E000
02593394",OK,"ECUADOR
ALZATEACEAE
Alzatea verticillata Ruiz & Pav.
det. D.A. Neill, 2000
Zamora-Chinchipe: El Pangui
Cordillera del Cóndor. Ridge crest 1 km south of Cóndor Mirador military post, along Ecuador-Peru border. Dwarf scrub vegetation on quartzite sandstone bedrock, thin soil cover. 03°38'32""S 78°23'36""W 2000 m
Shrub 2 m tall. Fruits red. Grows to large tree, at lower elevation in montane forest.
15 December 2000
David Neill & QCNE botany interns 13009
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
"
2894330,d85db4bc-509b-4c8b-a375-ad98a43b7081,NY,2593419,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2894330,http://sweetgum.nybg.org/images3/1833/968/02593419.jpg,Plantae,Magnoliophyta,Alzateaceae,Alzatea verticillata Ruiz & Pav.,Víctor Ramírez,O. Jiménez,none,275,none,275,1994-03-07,1994-03-07,7 March 1994,Merck/INBio Screening Program in Costa Rica.,North America,Costa Rica,Alajuela,San Ramon,"Cordillera de Tilarán. Area de Rio Cataratitas, camino a Bajo Rodríguez",none,none,none,1000,1000,3281,3281,10.21667,-84.53333,"10°13'0""N","84°32'10""W",none,none,none,none,No,Arbol de 6 m en 18 cm DAP. Frutos inmaduros verde claro. Creciendo en tacotal.,none,tacotal,none,none,none,"Merck/INBio Screening
Program in Costa Rica.
Voucher for pharmaceutical
testing.
FLORA DE COSTA RICA
ALZATEACEAE	dup.= 5
Alzatea verticillata Ruiz & Pav.
Det. Q. Jiménez, III 1994
ALAJUELA: Area no protegida
SAN RAMON
Cordillera de Tilarán.
Cercanía de Rio Cataratitas, camino a
Bajo Rodríguez.
10°12_x0092_10""N 84*32_x0092_10""W 1000 m
Arbol de 6 m x 18 cm DAP. Frutos
inmaduros verde claro. Creciendo en
tacotal.
Víctor Ramírez 275
0. Jiménez
7 March 1994
02593419",OK,"The New York
BOTANICAL GARDEN copyright reserved
Herbarium AMES
A
Merck,/INBio Screening
Program in Costa Rica.
Voucher for pharmaceutical
testing.
FLORA DE COSTA RICA
ALZATEACEAE
Alzatea verticillata Ruiz & Pav.
Det. O. Jiménez, III 1994
ALAJUELA: Area no protegida
SAN RAMON
Cordillera de Tilarán.
Area de Rio Cataratitas, camino a Bajo Rodríguez.
10°12'10""N 84°32'10""W 1000 m
Arbol de 6 m en 18 cm DAP. Frutos
inmaduros verde claro. Creciendo en
tacotal.
Victor Ramírez 275
O. Jiménez
7 March 1994
NEW YORK
BOTANICAL
GARDEN
"
2894331,ba048956-4ba7-4e37-8b18-1db4023c1855,NY,2593420,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2894331,http://sweetgum.nybg.org/images3/1833/969/02593420.jpg,Plantae,Magnoliophyta,Alzateaceae,Alzatea verticillata Ruiz & Pav.,F. Almeda,B. Anderson,none,5376,none,5376,1986-03-07,1986-03-07,7 March 1986,none,North America,Costa Rica,"Guanacaste, Puntarenas & Alajuela",none,"Border of Guanacaste, Puntarenas & Alajuela Provinces, Cordillera de Tilaran. About 200 meters SW of the Tropical Science Center Field Station at the Monteverde Cloud Forest Reserve.",none,none,none,1350,1350,4429,4429,10.3,-84.8,"10°18'0"" N","84°48'0"" W",none,Estimated from locality description,10000,none,No,Hemiepiphytic shrub about 1.5 ft. tall on large overgrown stump.,none,none,none,on large overgrown stump,none,"CALIFORNIA ACADEMY OF SCIENCES
Plants of Costa Rica
Alzateaverticillata Ruiz & Pavon
ssp. amplifolia S. Graham ,
Det.: F. Almeda, 1988
Border of Guanacaste, Puntarenas & Alajuela Provinces.
Cordillera de Tilaran. About 200 meters SW of the
Tropical Science Center Field Station at the Monteverde
Cloud Forest Reserve.
Hemiepijphytic shrub about 15 ft. tall on large
overgrown stump.
Elevation ca. 1500 m
F. Almeda 5376	7 March 1986
B. Anderson
Field Studies Supported by a Gift from Nathan Jay and Virginia Friedman
02593420",OK,"CALIFORNIA ACADEMY OF SCIENCES
Plants of Costa Rica
Alzatea verticillata Ruiz & Pavon
ssp. amplifolia (S. Graham
Det.: F. Almeda, 1988
Border of Guanacaste, Puntarenas & Alajuela Provinces,
Cordillera de Tilaran. About 200 meters SW of the
Tropical Science Center Field Station at the Monteverde
Cloud Forest Reserve.
Hemiepiphytic shrub about 1.5 ft. tall on large
overgrown stump.
Elevation ca. 1350 m
F. Almeda 5376
7 March 1986
B. Anderson
Field Studies Supported by a Gift from Nathan Jay and Virginia Friedman"
4561069,7e7247da-4cbe-4324-b86d-c2292df88e75,NY,4238322,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4561069,http://sweetgum.nybg.org/images3/3725/557/04238322.jpg,Plantae,Magnoliophyta,Alzateaceae,Alzatea verticillata Ruiz & Pav.,David Neill,Camilo Kajekai,none,16680,none,16680,2009-06-28,2009-06-28,28 June 2009,none,South America,Ecuador,Zamora-Chinchipe,Yantzaza Cantón,"Cordillera del Cóndor region. Río Machinaza watershed, east of Los Encuentros. Low very dense wet forest on Hollín sandstone plateau, canopy about 10 m tall with emergent trees to 20 m tall. 0.25-hectare forest inventory plot, 'Aurelio mí Gómez' plot. 'Fruta del Norte' mining area of Kinross Aurelian Comp., about 2 km north of the camp.",none,none,none,1620,1620,5315,5315,-3.768333,-78.490833,"03°46'36""S","078°29'43""W",none,none,none,none,No,"Tree 12 m tall, with trunk 20 cm DBH. Tree at the edge of the tree plot, not censused. Old leaves turn reddish before dropping. Leaves thick and coriaceous, similar to Clusia. Floral buds green.",none,Low very dense wet forest on Hollín sandstone plateau,none,none,none,"ECUADOR
ALZATEACEAE
AJzatea vertid 1Jata Ruiz & Pav.
SA
2HU
[216A]
04238322
det. D.A. Neill (MO), 2009
Zamora-Chinchipe: Yantzaza Cantón
Cordillera del Cóndor region. Rio
Machinaza watershed, east of Los
Encuentros. Low, very dense wet forest
on Hollín sandstone plateau; canopy
about 10 m tall with emergent trees to
20 m. In and near a 0.25-hectare forest
inventory plot, ""Aurelian Plot 4"".
""Fruta del Norte"" mining area of Kinross
Aurelian Corp., about 2 km north of Las
Peñas camp.
03°46'36""S 078°29'43""W	1620 m
28 June 2009
David Neill & Camilo Kajekai 16608
HERBARIO NACIONAL DEL ECUADOR (QCNE)
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
BOTANICAL
Page 2
Tree 12 m tall, with trunk 20 cm DBH.
Outside of the tree plot, not censused.
Old leaves turn reddish before
dropping. Leaves thick and coriaceous,
similar to Clusia. Floral buds green.
04238322",OK,"ALZATEACEAE ECUDOR [2164] Alzatea verticillata Ruiz & Pav.
det. D.A. Neill (MO), 2009 Zamora-Chinchipe: Yantzaza Cantón
Cordillera del Cóndor region. Río Machinaza watershed, east of Los Encuentros. Low very dense wet forest on Hollín sandstone plateau, canopy about 10 m tall with emergent trees to 20 m tall. 0.25-hectare forest inventory plot, “Aurelio mÍ Gómez” plot. “Fruta del Norte” mining area of Kinross Aurelian Comp., about 2 km north of camp.
03°46’36”S 078°29’43”W 1620 m
28 June 2009
David Neill & Camilo Kajekai 16680 HERBARIO NACIONAL DEL ECUADOR (QCNE)
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
Tree 12 m tall, with trunk 20cm DBH. Tree at the edge of tree plot, not censused. Old leaves turn reddish before dropping. Leaves thick and coriaceous, similar to Clusia. Floral buds green."
3317364,a01391ed-5de9-431c-bccf-5e8b9eebe7fa,NY,3083318,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3317364,http://sweetgum.nybg.org/images3/2401/602/03083318.jpg,Plantae,Magnoliophyta,Combretaceae,Combretaceae,Eric Roalson,none,none,1432,none,1432,2000-04-12,2000-04-12,12 Apr 2000,none,South America,Peru,Cajamarca,none,Just south of km marker 313,none,none,none,none,none,none,none,-5.863056,-77.871667,"5°51'48""S","77°52'18""W",none,none,none,none,No,none,none,none,none,none,none,"Peru. Cajamarca.
Just south of km marker 313,
S5°51'45"" W77°58'18""
Eric Roalson 1432
12 Apr 2000
03083318
Indet.
03083318",OK,"MARION OWNBEY HERBARIUM (WS)
WASHINGTON STATE UNIVERSITY
Indet.
Peru. Cajamarca.
Just south of km marker 313.
5°51'48""S 77°52'18""W
Eric Roalson 1432
12 Apr 2000"
2721404,a36b61db-5a6f-4957-be28-f3a2e3ede0f3,NY,2480958,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2721404,http://sweetgum.nybg.org/images3/1674/970/02480958.jpg,Plantae,Magnoliophyta,Combretaceae,Combretum,S. Barrier,none,N°,1081,none,N° 1081,1978-06-13,1978-06-13,13.6.1978,none,South America,Peru,Loreto,Maynas,"Río Zumun, affluent du río Yahuasyacu, affluent du río Ampiyacu, affluent de l'Amazone à Pebas – commune de Colonia, territoire des indiens Bora",none,none,none,none,none,none,none,-3.5035,-71.769,"3° 30' 13"" S","71° 46' 8"" W",none,Estimated from locality description,10000,none,No,"Liane, Fleurs en bouton",none,"Forêt primaire, bord du fleuve",none,none,none,"Combret.
Combretum
Pérou - Dep. du Loreto, prov. de Maynas, rio Zumun,
affluent du rio Yahuas-Yacu, affluent du rio Ampi-Yacu
affluent de l’Amazone à Pebas - commune de Colonia.
territoire des indiens Bora
Forêt primaire, bord du fleuve
Liane
Fleurs en bouton
02480958
02480958",OK,"EX HERBARIO MUSEI PARISIENSIS
Combretum
Pérou - Dep. du Loreto, prov. de Maynas, río Zumun, affluent du río Yahuas-Yacu, affluent du río Ampi-Yacu, affluent de l'Amazone à Pebas — commune de Colonia, territoire des indiens Bora
Forêt primaire, bord du fleuve
Liane
Fleurs en bouton
S.BARRIER N° 1081
13.6.1978
NEW YORK
BOTANICAL GARDEN
NEW YORK BOTANICAL GARDEN
02480958"
2721440,a906e1c9-d69f-4fbf-b610-dcdad767c2d6,NY,2480973,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2721440,http://sweetgum.nybg.org/images3/1674/985/02480973.jpg,Plantae,Magnoliophyta,Combretaceae,Combretum,S. Barrier,none,N°,220,none,N° 220,1977-12-30,1977-12-30,30.12.1977,none,South America,Peru,Loreto,Maynas,"Dep. du Loreto, prov. de Maynas, rio Yuvineto affluent du Putumayo - territoire des indiens Secoya",none,none,none,none,none,none,none,-3.4667,-71.8667,3° 28' S,71° 52' W,none,Estimated from locality description,1000,none,No,"Liane, Fleur et fruit",none,Forêt primaire bord du fleuve,none,none,none,"NEW YORK BOTANICAL GARDEN
02480973
EX HERBARIO MUSEI PARISIENSIS
Combretum
Combr.
Pérou - Dep. du Loreto, prov. de Maynas, rio Yuvineto
affluent du Putumayo - territoire des indiens Secoya
Forêt primaire bord du fleuve
Liane
Fleur et fruit
S.BARRIER N° 220
02480973",OK,"THE NEW YORK BOTANICAL GARDEN copyright reserved EX HERBARIO MUSEI PARISIENSIS Combretum Pérou - Dep. du Loreto, prov. de Maynas, rio Yuvineto affluent du Putumayo - territoire des indiens Secoya Forêt primaire bord du fleuve Liane Fleur et fruit S. BARRIER N° 220 30.12.1977 A dep(s): NY, L, F, GB NEW YORK BOTANICAL GARDEN"
3132867,b96dffea-8277-450e-bfb6-573cada7aff1,NY,2840155,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3132867,http://sweetgum.nybg.org/images3/2248/096/02840155.jpg,Plantae,Magnoliophyta,Combretaceae,Combretum laxum Jacq.,P. Acevedo-Rodríguez,M. Chocce & P. Maceda,,14267,,14267,2004-08-09,2004-08-09,09 Aug 2004,,South America,Peru,Madre de Dios,none,"Trail from CICRA to Cocha Lobo, watershed between Río Madre de Dios and Rio Los Amigos.",none,none,none,270,270,886,886,-12.764,-70.0902,"12° 45' 50.4"" S","70° 5' 24.72"" W",none,GPS,none,none,No,"Small tree, 6-7 m, with short, lateral branches, fruits hanging, green.",Occasional,"Seasonally flooded forest, currently dry.",none,none,none,2840155,OK,"THE NEW YORK BOTANICAL GARDEN copyright reserved
- 1 2 3 4 5 6 7 8 9 10
UNITED STATES NATIONAL HERBARIUM PLANTS OF PERU Combretaceae Combretum laxum Jacq. Det. M.T. Strong, 2011 Madre de Dios: Trail from CICRA to Cocha Lobos, watershed between Río Madre de Dios and Rio Los Amigos. 12°45'46""S, 70°05'24""W. Seasonally flooded forest; currently dry; lowland tall forest with large emergents. Tree 6-7 m, with short, lateral branches, fruits hanging, green. P. Acevedo-Rdgz. 14267 09 Aug 2004 With M. Choece & P. Maceda Supported by funds from the Smithsonian Institution NEW YORK BOTANICAL GARDEN
NEW YORK BOTANICAL GARDEN 02840155
"
3133071,652a5a2d-c2f7-43ab-b7e2-adc792bc495d,NY,2840207,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3133071,http://sweetgum.nybg.org/images3/2248/148/02840207.jpg,Plantae,Magnoliophyta,Combretaceae,Combretum laxum Jacq.,P. Acevedo-Rdg,"['M. Choque', 'P. Maeda']",none,14271,none,14271,2004-08-09,2004-08-09,09 Aug 2004,Supported by funds from the Smithsonian Institution,South America,Peru,Madre de Dios,none,"Madre de Dios: trail from CICRA to Cocha Lobo, watershed between Rio Madre de Dios and Rio Los Amigos.",none,none,none,none,none,none,none,-12.5746667,-70.0695,"12°34'28""S","70°04'10""W",none,none,none,none,No,Seasonally flooded forest; currently dry to humid; liana 5-7m long; calyx and stamens yellowish cream.,none,Seasonally flooded forest,none,none,none,"Sft
: 2H8
UNITED STATES NATIONAL HERBARIUM
PLANTS OF PERU
Combretaceae
Combretum laxum Jacq.
Det. M.T. Strong, 2011
Madre de Dios: trail from CICRA to Cocha Lobos, watershed between
Rio Madre de Dios and Rio Los Amigos. 12°34.166'S 70°06.024'W.
Seasonally flooded forest, currently dry; lowland tall forest with large
emergent trees.Liana 5-7 m long; calyx and stamens yellowish cream.
P. Acevedo-Rdgz. 14271	09 Aug 2004
With: M. Chocce & P. Maceda
Supported by funds from the Smithsonian Institution
02840207",OK,"THE NEW YORK
BOTANICAL GARDEN copyright reserved
Ocm 1 2 3 4 5 6 7 8 9 10
NEW YORK
BOTANICAL GARDEN
UNITED STATES NATIONAL HERBARIUM
PLANTS OF PERU
Combretaceae
Combretum laxum Jacq.
Det. M.T. Strong, 2011
Madre de Dios: trail from CICRA to Cocha Lobo, watershed between
Rio Madre de Dios and Rio Los Amigos. 12°34.467'S, 70°4.017'W.
Seasonally flooded forest; currently dry to humid and fertile ground with large
emergent trees. Liana 5-7 m long; calyx and stamens yellowish cream.
P. Acevedo-Rdg. 14271 09 Aug 2004
M. Choque & P. Maeda
Supported by funds from the Smithsonian Institution"
3118423,e1e74688-319d-405d-95ef-0ff80116f12a,NY,2827034,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3118423,http://sweetgum.nybg.org/images3/2238/916/02827034.jpg,Plantae,Magnoliophyta,Combretaceae,Conocarpus erectus L.,Robert F. C. Naczi,"Thomas Pop, Jason Williams, Clinton Coleman",none,16266,none,16266,2016-04-12,2016-04-12,12 April 2016,Sunny sand of ocean beach; infrequent.,North America,Belize,none,none,"TOLEDO DISTRICT: 16.4 km (10.2 mi) SW of Monkey River village, along Atlantic Ocean, 0.7 km (0.4 mi) N of Punta Ycacos, site accessed by boat.",none,none,none,none,none,none,none,16.27497,-88.58231,16° 16.498' N,88° 34.939' W,WGS 84,GPS,none,none,No,none,infrequent,Sunny sand of ocean beach,none,none,none,"02827034
TOLEDO DISTRICT: 16.4 km (10.2 mi) SW of
Monkey River village, along Atlantic Ocean, 0.7
km (0.4 mi) N of Punta Ycacos, site accessed by
boat, 16.24794°N, 88.58231°W (GPS, datum:
WGS 84).
Sunny sand of ocean beach; infrequent.
Robert F. C. Naczi 16266	12 April 2016
Thomas Pop, Jason Williams, Clinton Coleman
02827034",OK,"The New York
Botanical Garden copyright reserved
Plants of BELIZE
Conocarpus erectus L.
TOLEDO DISTRICT: 16.4 km (10.2 mi) SW of Monkey River village, along Atlantic Ocean, 0.7 km (0.4 mi) N of Punta Ycacos, site accessed by boat. 16.27497°N, 88.58231°W (GPS, datum: WGS 84).
Sunny sand of ocean beach; infrequent.
Robert F. C. Naczi 16266 12 April 2016
Thomas Pop, Jason Williams, Clinton Coleman

New York
BOTANICAL GARDEN
NEW YORK BOTANICAL GARDEN
02827034
CA
248
"
